POSITION_TITLE,RESUME_NUMBER,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWORDS,COMMUNITY SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,Language,Category
FINANCE DIRECTOR,14722634,set(),2.0,3.0,Business Administration,13,0,0,0,0,53.0,"['accounting', 'general accounting', 'accruals', 'approach', 'trial balance', 'benefits', 'budgeting', 'budget', 'cash flow', 'analyze cash flow', 'cash management', 'interpersonal & communication', 'communication skills', 'competitive', 'contracts', 'decision making', 'delivery', 'documentation', 'drivers', 'senior management', 'filing', 'finance', 'financial', 'analyze financial data', 'financial management', 'financial reports', 'financial reporting', 'forecasting', 'functional', 'funds', 'general ledger', 'hub', 'human resources', 'leadership', 'negotiating', 'negotiation', 'organizational', 'payables', 'payroll', 'policies', 'pricing', 'processes', 'procurement', 'reporting', 'sales', 'sound', 'supervision', 'tax', 'taxes', 'tax returns', 'telecommunication', 'treasury', 'vendor management']",1.0,FINANCE
FINANCE DIRECTOR,27789372,"['data trending', 'motivated professional', 'process implementation', 'process implementation', 'staff leadership and development']",2.0,3.0,Business Administration,3,0,0,0,0,4.0,"['•microsoft excel -- intermediate skill level', '•microsoft acess -- basic skill level', '•quickbooks -- 3 years experience', '•adp payroll system -- 3 years experience']",1.0,FINANCE
FINANCE MANAGER,26767199,"['excellent analytical', 'communication and organizational']",3.0,3.0,Accounting City,0,0,0,0,0,17.0,"['accpac plus', 'adp', 'aggreso', 'business works', 'cognos power play', 'fixed assets sage best software', 'hyperion', 'future proof', 'jantek', 'lotus notes', 'oracle', 'mas90/mas200 sage software', 'peachtree', 'peoplesoft', 'quick books', 'real world', 'and microsoft office products.']",1.0,FINANCE
FINANCE OFFICER,15891494,"['analytical reasoning', 'compliance testing knowledge', 'financial statement analysis', 'account reconciliation expert', 'financial planner', 'effective time management', 'accomplishments', 'achieved 25% cost reduction by eliminating redundant processes', 'formally recognized for excellence achieved in financial analysis', 'budgeting and forecasting']",2.0,2.0,Science PA,3,1,1,1,1,11.0,"['customer and personal service', 'administration and management', 'active listening', 'judgment and decision making', 'time management', 'quality control analysis', 'computers and electronics', 'clerical', 'additional information', 'volunteer', 'lunch box .']",1.0,FINANCE
AVP FINANCE,78229715,"['accounting software -jd edwards', 'quick books', 'and great plains', 'microsoft excel', 'account reconciliations', 'budget analysis', 'analytical reasoning', 'general and tax accounting', 'auditing methodology', 'journal entries & general ledge', 'strong administrative', 'and organizational']",2.0,3.0,Accounting ameron,16,0,0,0,0,9.0,"['reporting and documentation', 'planning and scheduling', 'corporate governance', 'risk & ethics', 'effective time management and communication skills', 'public and private accounting', 'accomplishments', 'conducted detailed technical and analytical review of cost and proposed measures to trim costs related to outsourcing work and other major projects. this initiative resulted in a significant cost reduction.', 'established policies and procedures for a division who was not in compliance with the firms goals.']",1.0,FINANCE
FINANCE SPECIALIST,22720697,"['quickbooks software; creative solutions accounting software; microsoft outlook', 'microsoft word and excel;', 'daceasy accounting software', 'paragon and real fast forms (real estate software programs)', 'evolv cs electronic record keeping system', 'notary public', 'confidentiality in every aspect of the word', 'excellent communication']",1.0,2.0,Appliedcience,15,0,0,0,0,16.0,"['preparation of monthly data for submission to cpa for financial statement preparation. accounts payable which includes vouchering', 'verifying coding applied to vouchers by other offices within the company', 'entering bills and paying them', 'accounts receivable', 'full charge bookkeeping', 'payroll', 'bank reconciliations', 'coding', 'trial balance account reconciliations', 'office manager', 'marketing', 'real estate contracts', 'data entry', 'escrow', 'organizational skills', 'inventory']",1.0,FINANCE
FINANCE CONTROLLER,70541112,"['financial statement analysis', 'account reconciliation expert', 'budget forecasting expertise', 'complex problem solving', 'effective time management', 'excellent managerial techniques', 'strong organizational']",,3.0,,13,0,0,0,0,7.0,"['erp implemenations', 'peoplesoft', 'nvision', 'oracle 11i', 'essbase tools', 'epicor', 'assurenet & blackline']",1.0,FINANCE
FINANCE OFFICER,20705888,set(),2.0,2.0,Economics Political,0,1,1,1,1,1.0,['• excellent attention to details'],1.0,FINANCE
FINANCE MANAGER,28522529,set(),,3.0,,19,0,0,0,0,43.0,"['accounting', 'accounting software', 'auditing', 'banking', 'bonds', 'budget management', 'budgeting', 'cash flow', 'cash management', 'credit', 'derivatives', 'equity', 'erp', 'finance', 'financial', 'fixed income', 'forecasting', 'foreign exchange', 'frame', 'funds', 'government', 'hr', 'insurance', 'leadership', 'managing', 'marketing', 'excel', 'office', 'outlook express', 'power point', 'ms word', 'migration', 'mis', 'negotiation', 'payables', 'reporting', 'retail', 'risk management', 'securities', 'strategic', 'treasury', 'additional information', 'driving license: us (michigan state)']",1.0,FINANCE
FINANCE OFFICER,19147603,set(),2.0,3.0,Commerce Accounting,0,0,0,0,0,0.0,"{'financial', 'accounting'}",1.0,FINANCE
FINANCE MANAGER,11490673,set(),2.0,3.0,Business Administration,7,0,0,0,0,39.0,"['accounting', 'accounts payable', 'accounts receivable', 'administrative', 'a/p', 'approach', 'balance sheet', 'bank reconciliation', 'budgets', 'cash flow', 'contracts', 'customer service', 'database', 'financials', 'financial', 'financial statement preparation', 'preparation of financial statements', 'fsa', 'hiring', 'human resource management', 'human resource', 'inventory', 'inventory levels', 'inventory control', 'director', 'management reporting', 'marketing', 'medical billing', 'payroll', 'performance management', 'policies', 'pricing', 'product management', 'reporting', 'research', 'sales', 'sales reporting', 'tax', 'variance analysis']",1.0,FINANCE
FINANCE MANAGER,84356308,set(),2.0,3.0,Mathematics,0,0,0,0,0,21.0,"['strategic financial planning', 'risk management & performance analysis', 'investment management', 'budgeting', 'forecasting and analysis', 'external audit & actuarial work finalization', 'accounting & auditing', 'corporate/operational finance', 'treasury', 'taxation', 'regulatory compliance', 'mergers & acquisition', 'financial reporting and executive presentation', 'financial modeling capability', 'ifrs proficiency', 'us gaap principles', 'expert in gaap and statutory reporting', 'ms office suite', 'auditing proficiency', 'erp (enterprise resource planning) software', 'internal control management']",1.0,FINANCE
FINANCE MANAGER,91564103,set(),2.0,3.0,Business Administration,29,0,0,0,0,10.0,"['budget control & administration', 'account reconciliations', 'financial statement reporting and analysis', 'general ledger accounting', 'data compilation', 'journal entries', 'payroll', 'taxes return analysis (puerto rico and us)', 'auditing', 'ad-hoc reporting']",2.0,FINANCE
FINANCE DIRECTOR,22622351,set(),2.0,2.0,Accounting Mount,23,0,0,0,0,18.0,"['accounting', 'general accounting', 'acquisitions', 'budgeting', 'controller', 'cost analysis and analytical reporting', 'credit', 'facilities management', 'finance', 'financial reporting', 'forecasting', 'governmental accounting', 'human resource', 'inventory', 'leadership', 'negotiations', 'processes', 'sarbanes-oxley']",1.0,FINANCE
FINANCE MANAGER,61634281,set(),2.0,2.0,Audio Arts,8,0,0,0,0,2.0,"['quickbooks. workamajig. ms office suite. indesign. photoshop. concrete5 cms.', 'google analytics. googledocs. intervals. seo/sem. social media. digital and film photography. proficient in both mac and pc environments.']",1.0,FINANCE
DIRECTOR FINANCE,24530382,set(),2.0,3.0,Business Administration,19,0,0,0,0,15.0,"['p&l management', 'project management', 'communications', 'leadership', 'finance operations', 'tax', 'p2p', 'o2c', 'compensation services', 'financial analysis', 'acquisition integration', 'budgeting', 'change management', 'forecasting', 'process re-engineering']",1.0,FINANCE
FINANCE ANALYST,27018361,"['strengths', 'achievement oriented with excellent communication', 'people management']",,3.0,,10,0,0,0,0,14.0,"['team worker.', 'ability to manage change with ease', 'adaptability to flexible working hours.', 'excellent negotiation and analysis skills', 'quick learner with high energy level', 'willing to work hard.', 'eager to take responsibilities and challenges.', 'operating system', ':', 'windows', 'financial accounting packages', ':', 'tally accounting package', '6.3 & 7.2 (a-grade)']",1.0,FINANCE
FINANCE MANAGER,92524964,set(),2.0,3.0,Commerce,30,0,0,0,0,40.0,"['accounting', 'accountancy', 'computerized accounting', 'trial balance', 'balance sheet', 'bank', 'reconciliation', 'budgets', 'budget', 'cash flow', 'competitive', 'computer training', 'dbase', 'finance', 'financial', 'financial reports', 'foreign exchange', 'general ledger', 'ids', 'informix 4gl', 'insurance', 'internal audit', 'ledger', 'lotus', 'managing', 'market', 'marketing', 'ms-office', 'mis', 'msdos', 'payroll', 'personnel', 'profit', 'quality', 'sales', 'sun', 'tax', 'taxes', 'unix', 'wordstar']",1.0,FINANCE
FINANCE SPECIALIST,19405513,"['variance analysis', 'financial modeling', 'superior time management', 'account reconciliation', 'advanced excel', 'salesforce', 'board report preparation', '10-q and 10-k', 'accomplishments', 'reduced cost of processing payments in accounts payables by 95% from approximately $100 per check to $005 per payment', 'team leader for new development process', 'purchase loan accounting', 'and implementation of supporting saas', 'evolv added $300', '000 to monthly income', 'or approximately 43% of ebt']",2.0,3.0,Finance Bentley,1,1,1,1,1,13.0,"['accounting software', 'accounts payable', 'banking', 'databases', 'fixed assets', 'prepaid expenses', 'marketing and sales', 'access', 'excel', 'microsoft office suite', 'powerpoint', 'oracle', 'peachtree,']",1.0,FINANCE
FINANCE MANAGER,17775916,"['well versed with windows operating system', 'microsoft office', 'internet operations', 'oracle erp', 'sap & tally']",2.0,3.0,Commerce,8,0,0,0,0,63.0,"['accounting', 'approach', 'balance', 'balance sheet', 'bank reconciliation', 'banking', 'bookkeeping', 'book keeping', 'budgeting', 'budget', 'c', 'cash flow analysis', 'cash flow', 'cash flow statement', 'excellent communication', 'cost analysis', 'credit', 'documentation', 'erp', 'fax', 'finance', 'financing', 'financial', 'financial and accounting', 'financial management', 'financial report', 'forecasting', 'foreign exchange', 'functional', 'government', 'ink', 'insurance', 'leadership skills', 'lighting', 'exchange', 'microsoft office', 'office', 'windows operating system', 'mis', 'multitasking', 'negotiation', 'office automation', 'oracle', 'organizational skills', 'copier', 'excellent presentation skills', 'press', 'pricing', 'printer', 'profit', 'reporting', 'sales', 'sap', 'scheduling', 'supervising', 'switches', 'tax', 'time management', 'transformers', 'treasury', 'uv', 'valuation', 'wise']",1.0,FINANCE
FINANCE MANAGER,18975686,"['personal information', 'insurance license for the state of louisiana']",2.0,3.0,Music Music,0,0,0,0,0,24.0,"['automobile financing. negotiating goal se ing customer service creative problem solving salestrainer selling closing developing and implementing processes', 'skills', 'automobiles', 'charts', 'credit', 'customer satisfaction', 'customer service', 'finance', 'financing', 'financial', 'focus', 'graphs', 'negotiations', 'profit', 'sales', 'sales and management', 'seminars', 'strategic', 'time management', 'employee training', 'additional information', 'recently acquired life', 'accident and health insurance license', 'along with my property and casualty insurance license for the state of louisiana. skills automobile financing. negotiating goal se ing customer service creative problem solving salestrainer selling closing developing and implementing processes']",1.0,FINANCE
